STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,SEO,Socio-economic objectives,FUNDMODE,Funding mode,TRANSCOORD,Transnationally coordinated research,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,AUX_OBS_STATUS,Aux observation status,AUX_OBS_STATUS_2,Aux observation status 2,AUX_OBS_STATUS_3,Aux observation status 3,CONF_STATUS,Confidentiality status,UNIT_MULT,Unit multiplier,BASE_PER,Base Period,CURRENCY,Currency,DECIMALS,Decimals
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2015,,20414.4,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,DKK,Danish krone,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2016,,19076.2,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,DKK,Danish krone,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2017,,19440.4,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,DKK,Danish krone,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2018,,19990.5,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,DKK,Danish krone,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2019,,20645.6,,P,Provisional value,,,,,,,,,,,,,6,Millions,,,DKK,Danish krone,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2020,,22536.8,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,DKK,Danish krone,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,38485.19,,,,,,,,,,,,,,,,6,Millions,,,CZK,Czech koruna,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2023,,38158.59,,P,Provisional value,,,,,,,,,,,,,6,Millions,,,CZK,Czech koruna,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2015,,27829.778,,,,,,,,,,,,,,,,6,Millions,,,CZK,Czech koruna,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2016,,27984.351,,,,,,,,,,,,,,,,6,Millions,,,CZK,Czech koruna,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2017,,30653.30993,,,,,,,,,,,,,,,,6,Millions,,,CZK,Czech koruna,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2018,,33382.637,,,,,,,,,,,,,,,,6,Millions,,,CZK,Czech koruna,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2019,,35813.011,,,,,,,,,,,,,,,,6,Millions,,,CZK,Czech koruna,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2020,,38090.058,,,,,,,,,,,,,,,,6,Millions,,,CZK,Czech koruna,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,COL,Colombia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2019,,736336.0018,,,,,,,,,,,,,,,,6,Millions,,,COP,Colombian peso,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,SVK,Slovak Republic,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,407.242,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,HRV,Croatia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2015,,361.4,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,HRV,Croatia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2016,,343.41,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,HRV,Croatia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2017,,350.69,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,HRV,Croatia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2018,,389.07,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,HRV,Croatia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2019,,415.85,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,HRV,Croatia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2020,,393.54,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,HRV,Croatia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,413.23,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ESP,Spain,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2015,,6042.3426,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ESP,Spain,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2016,,6055.255,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ESP,Spain,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2017,,5996.533,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ESP,Spain,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2018,,6268.69,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ESP,Spain,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2019,,6482.661,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ESP,Spain,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2020,,6963.1523,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ESP,Spain,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,7492.490813,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,IRL,Ireland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2018,,765.7,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,IRL,Ireland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2019,,802.2,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,IRL,Ireland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2020,,866.8,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,IRL,Ireland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,952.38,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,IRL,Ireland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,963.68,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,IRL,Ireland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2015,,736.3,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,IRL,Ireland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2016,,719.3,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,EST,Estonia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,260.34,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,LVA,Latvia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,93.36,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FIN,Finland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,2402.36,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,LUX,Luxembourg,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,430.46,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,BEL,Belgium,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,3822.04,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,GRC,Greece,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,1537.49,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,SVN,Slovenia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2017,,170.529,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,LTU,Lithuania,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,219.37,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FRA,France,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,17899.70496,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ITA,Italy,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,12843.14,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,AUT,Austria,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2024,,4611.2,,D,Definition differs,P,Provisional value,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DEU,Germany,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2023,,44650.70525,,P,Provisional value,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,NLD,Netherlands,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2025,,9244.69,,P,Provisional value,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,PRT,Portugal,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2019,,747.197408,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,SVK,Slovak Republic,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,412.4,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,HRV,Croatia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,445.12,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ESP,Spain,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,8002.48,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,IRL,Ireland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2017,,739.3,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,GRC,Greece,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2019,,1288.44,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,GRC,Greece,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2020,,1463.21,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,GRC,Greece,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,1550.211783,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,SVN,Slovenia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2018,,191.663944,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,SVN,Slovenia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2019,,219.760979,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,SVN,Slovenia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2020,,243.55,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,SVN,Slovenia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,264.354492,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,SVN,Slovenia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,306.83,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,SVN,Slovenia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2015,,159.8322,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,SVN,Slovenia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2016,,162.773,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,LTU,Lithuania,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2015,,122.053,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,LTU,Lithuania,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2016,,122.18,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,LTU,Lithuania,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2017,,132.222,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,LTU,Lithuania,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2018,,133.648,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,LTU,Lithuania,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2019,,152.41,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,LTU,Lithuania,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2020,,163.26,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,LTU,Lithuania,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,174.8,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FRA,France,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2015,,14173.486,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FRA,France,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2016,,14048.1734,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,FRA,France,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2017,,14747.8687,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
